bike_name,brand,bike_url,rating,rating_count,engine_cc,mileage_kmpl,power_bhp,weight_kg,ex_showroom_price,price_segment,power_to_weight,price_per_bhp
KTM RC 200,KTM,/ktm-bikes/rc-200/,4.5,228.0,199.5,43.5,24.6,160.0,231913,2–5 Lakh,0.15375,9427.357723577235
Yamaha FZ X Hybrid,Yamaha,/yamaha-bikes/fz-x-hybrid/,4.7,59.0,149.0,51.0,12.2,141.0,145967,1–2 Lakh,0.08652482269503546,11964.508196721312
Bajaj Avenger Cruise 220,Bajaj,/bajaj-bikes/avenger-cruise-220/,4.4,892.0,220.0,39.0,18.76,163.0,134155,1–2 Lakh,0.11509202453987731,7151.119402985074
Honda CB350C,Honda,/honda-bikes/cb350c/,4.9,21.0,348.36,38.0,20.7,186.0,198556,1–2 Lakh,0.11129032258064515,9592.07729468599
Ducati Panigale V4,Ducati,/ducati-bikes/panigale-v4/,4.8,22.0,1103.0,14.0,219.0,188.0,3269958,Above 10 Lakh,1.1648936170212767,14931.315068493152
KTM RC 390,KTM,/ktm-bikes/rc-390/,4.7,143.0,373.27,29.0,42.9,172.0,332938,2–5 Lakh,0.24941860465116278,7760.792540792541
Bajaj Chetak C25,Bajaj,/bajaj-bikes/chetak-c25/,4.5,35.0,,,,108.0,104599,1–2 Lakh,,
Honda CBR1000RR-R Fireblade,Honda,/honda-bikes/cbr1000rr-r-fireblade/,3.5,5.0,1000.0,,214.56,201.0,3350000,Above 10 Lakh,1.0674626865671641,15613.348247576436
OLA S1 Pro,Ola Electric,/ola-bikes/s1-pro/,3.1,236.0,,,,118.0,135847,1–2 Lakh,,
Triumph Thruxton 400,Triumph,/triumph-bikes/thruxton-400/,4.2,5.0,349.0,27.0,39.45,190.0,274811,2–5 Lakh,0.20763157894736844,6966.058301647655
OLA Roadster,Ola Electric,/ola-bikes/roadster/,4.6,174.0,,,,,104999,1–2 Lakh,,
Triumph Rocket 3,Triumph,/triumph-bikes/rocket-3/,4.7,64.0,2458.0,14.6,165.0,304.0,2401955,Above 10 Lakh,0.5427631578947368,14557.30303030303
Zontes 350R,Zontes,/zontes-bikes/350r/,4.6,91.0,348.0,32.0,38.2,180.0,257014,2–5 Lakh,0.21222222222222223,6728.115183246073
TVS Zest 110,TVS,/tvs-bikes/zest-110/,4.2,251.0,109.7,45.0,7.71,103.0,70560,Under 1 Lakh,0.07485436893203884,9151.750972762646
KTM RC 160,KTM,/ktm-bikes/rc-160/,4.3,9.0,164.2,,18.73,155.0,199975,1–2 Lakh,0.12083870967741936,10676.721836625733
Triumph Daytona 660,Triumph,/triumph-bikes/daytona-660/,4.4,19.0,660.0,20.0,93.87,201.0,988400,5–10 Lakh,0.4670149253731343,10529.455630126771
Ather 450S,Ather,/ather-bikes/450s/,4.6,92.0,,,,111.6,130310,1–2 Lakh,,
VIDA V2,VIDA,/vida-bikes/v2/,4.2,170.0,,,,125.0,150173,1–2 Lakh,,
Oben Rorr EVO,Oben,/oben-bikes/rorr-evo/,4.6,54.0,,,,140.0,124999,1–2 Lakh,,
Bajaj Avenger Street 220,Bajaj,/bajaj-bikes/avenger-street-220/,4.1,7.0,220.0,,18.76,160.0,134101,1–2 Lakh,0.11725000000000001,7148.240938166311
Hero Super Splendor Xtec,Hero,/hero-bikes/super-splendor-xtec/,4.5,240.0,124.7,69.0,10.72,123.0,83928,Under 1 Lakh,0.08715447154471545,7829.10447761194
Suzuki Burgman Street EX,Suzuki,/suzuki-bikes/burgman-street-ex/,4.5,1206.0,124.0,58.5,8.48,111.0,114839,1–2 Lakh,0.07639639639639641,13542.334905660377
Yamaha EC 06,Yamaha,/yamaha-bikes/ec-06/,4.7,7.0,,,,132.0,172013,1–2 Lakh,,
Hero Xoom 110,Hero,/hero-bikes/xoom/,4.3,175.0,110.9,45.0,8.05,109.0,78303,Under 1 Lakh,0.07385321100917432,9727.080745341615
Harley-Davidson Nightster,Harley-Davidson,/harleydavidson-bikes/nightster/,4.9,9.0,975.0,18.0,88.5,221.0,1454000,Above 10 Lakh,0.4004524886877828,16429.378531073446
Honda QC1,Honda,/honda-bikes/qc1/,4.3,57.0,,,,89.5,90708,Under 1 Lakh,,
Honda NX500,Honda,/honda-bikes/nx500/,3.2,4.0,471.0,26.5,46.9,196.0,743900,5–10 Lakh,0.23928571428571427,15861.40724946695
Ampere Magnus G Max,Ampere,/ampere-bikes/magnus-g-max/,4.0,10.0,,,,116.0,102999,1–2 Lakh,,
Husqvarna Vitpilen 250,Husqvarna,/husqvarna-bikes/vitpilen-250/,4.8,61.0,249.0,37.0,30.57,163.8,226937,2–5 Lakh,0.1866300366300366,7423.519790644423
Simple Energy One,Simple Energy,/simple-energy-bikes/one/,4.3,26.0,,,,129.0,184949,1–2 Lakh,,
Ultraviolette F77 Mach 2,Ultraviolette,/ultraviolette-bikes/f77-mach-2/,4.7,43.0,,,,207.0,308994,2–5 Lakh,,
Kawasaki KLX230,Kawasaki,/kawasaki-bikes/klx230/,2.5,1.0,233.0,36.0,18.37,139.0,219000,2–5 Lakh,0.13215827338129496,11921.611322808927
Harley-Davidson Fat Boy,Harley-Davidson,/harleydavidson-bikes/fat-boy/,4.8,7.0,1868.0,18.0,93.87,317.0,2803000,Above 10 Lakh,0.2961198738170347,29860.445296686907
Ather 450 Apex,Ather,/ather-bikes/450-apex/,4.6,31.0,,,,111.6,196190,1–2 Lakh,,
KTM 390 Adventure X,KTM,/ktm-bikes/390-adventure-x/,4.7,29.0,398.63,28.0,45.3,181.0,349728,2–5 Lakh,0.25027624309392266,7720.264900662252
KTM 390 Adventure S,KTM,/ktm-bikes/390-adventure-s/,4.9,27.0,398.63,26.5,45.3,182.0,405011,2–5 Lakh,0.24890109890109888,8940.640176600442
Aprilia SR 175,Aprilia,/aprilia-bikes/sr-175/,4.3,24.0,174.7,40.0,13.08,,125804,1–2 Lakh,,9618.042813455657
Keeway SR250,Keeway,/keeway-bikes/sr250/,3.4,55.0,223.0,35.5,15.78,120.0,158985,1–2 Lakh,0.1315,10075.095057034221
OLA Roadster Pro,Ola Electric,/ola-bikes/roadster-pro/,4.8,130.0,,,,,199999,1–2 Lakh,,
Triumph Scrambler 400 XC,Triumph,/triumph-bikes/scrambler-400-xc/,3.5,13.0,349.0,26.0,36.49,185.0,298809,2–5 Lakh,0.19724324324324324,8188.791449712249
Honda Goldwing,Honda,/honda-bikes/Goldwing/,3.3,2.0,1833.0,16.0,124.7,390.0,4430000,Above 10 Lakh,0.31974358974358974,35525.2606255012
Harley-Davidson Fat Bob,Harley-Davidson,/harleydavidson-bikes/fat-bob/,4.8,12.0,1868.0,18.0,92.5,306.0,2296480,Above 10 Lakh,0.3022875816993464,24826.81081081081
BGauss C12 MaxR,BGauss,/bgauss-bikes/c12-maxr/,,,,,,126.0,159990,1–2 Lakh,,
Suzuki E Access,Suzuki,/suzuki-bikes/e-access/,3.9,15.0,,,,122.0,190761,1–2 Lakh,,
BMW R 1300 GS,BMW,/bmw-bikes/r1300gs/,5.0,4.0,1300.0,21.0,145.0,237.0,2349945,Above 10 Lakh,0.6118143459915611,16206.51724137931
Triumph Trident 660,Triumph,/triumph-bikes/trident-660/,4.4,8.0,660.0,15.0,80.0,189.0,899000,5–10 Lakh,0.42328042328042326,11237.5
Hero Destini 110,Hero,/hero-bikes/destini-110/,4.5,32.0,110.9,56.2,8.07,114.0,77528,Under 1 Lakh,0.07078947368421053,9606.939281288724
QJ Motor SRC 500,QJ Motor,/qjmotor-bikes/src-500/,4.2,19.0,480.0,31.5,25.15,205.0,210019,2–5 Lakh,0.12268292682926829,8350.656063618291
Kawasaki Ninja 500 [2026],Kawasaki,/kawasaki-bikes/ninja-500-2026/,3.5,8.0,451.0,21.0,44.7,171.0,576000,5–10 Lakh,0.26140350877192986,12885.906040268455
Kawasaki Ninja 650,Kawasaki,/kawasaki-bikes/ninja-650/,4.6,4.0,649.0,,67.3,196.0,791000,5–10 Lakh,0.3433673469387755,11753.34323922734
BMW M 1000 R,BMW,/bmw-bikes/m-1000-r/,1.7,2.0,999.0,15.6,206.5,210.0,3350000,Above 10 Lakh,0.9833333333333333,16222.7602905569
Kawasaki Ninja H2 SX SE,Kawasaki,/kawasaki-bikes/ninja-h2-sx-se/,4.9,15.0,998.0,,197.2,268.0,3627783,Above 10 Lakh,0.735820895522388,18396.46551724138
Suzuki Gixxer 250,Suzuki,/suzuki-bikes/gixxer-250/,4.7,120.0,249.0,35.0,26.13,156.0,184538,1–2 Lakh,0.16749999999999998,7062.30386528894
Ducati Panigale V4 R,Ducati,/ducati-bikes/panigale-v4-r/,4.2,10.0,998.0,12.5,221.0,193.5,8499000,Above 10 Lakh,1.1421188630490957,38457.01357466063
VLF Mobster,VLF,/vlf-bikes/mobster/,4.5,16.0,125.0,46.0,11.93,122.0,130000,1–2 Lakh,0.09778688524590164,10896.898575020956
Kawasaki Z1100,Kawasaki,/kawasaki-bikes/z1100/,4.9,9.0,1099.0,18.5,134.1,221.0,1279000,Above 10 Lakh,0.606787330316742,9537.65846383296
Aprilia SR 125,Aprilia,/aprilia-bikes/sr-125/,4.4,124.0,124.45,39.5,10.46,118.0,113321,1–2 Lakh,0.08864406779661017,10833.747609942639
Vespa ZX 125,Vespa,/vespa-bikes/zx-125/,4.5,62.0,124.45,45.0,9.65,115.0,118714,1–2 Lakh,0.08391304347826087,12301.968911917098
Triumph Street Triple R,Triumph,/triumph-bikes/street-triple-r/,4.8,17.0,765.0,19.0,118.4,168.0,1116300,Above 10 Lakh,0.7047619047619048,9428.209459459458
Benelli TRK 502X,Benelli,/benelli-bikes/trk-502x/,4.7,7.0,500.0,25.0,46.8,235.0,714000,5–10 Lakh,0.19914893617021276,15256.410256410258
Suzuki Gixxer SF 250 Flex Fuel,Suzuki,/suzuki-bikes/gixxer-sf-250-flex-fuel/,4.9,8.0,249.0,35.0,26.13,161.0,200847,2–5 Lakh,0.16229813664596274,7686.452353616533
Simple Energy Ultra,Simple Energy,/simple-energy-bikes/ultra/,3.7,13.0,,,,139.0,242777,2–5 Lakh,,
Honda CB750 Hornet,Honda,/honda-bikes/cb750-hornet/,3.3,2.0,755.0,,90.5,191.0,1049000,Above 10 Lakh,0.4738219895287958,11591.160220994476
Hero HF Deluxe Flex Fuel,Hero,/hero-bikes/hf-deluxe-flex-fuel/,4.3,9.0,97.2,65.0,8.44,112.5,69814,Under 1 Lakh,0.07502222222222221,8271.8009478673
Suzuki GSX-8R,Suzuki,/suzuki-bikes/gsx-8r/,,,776.0,23.8,81.8,205.0,988551,5–10 Lakh,0.3990243902439024,12084.97555012225
Aprilia RS 660,Aprilia,/aprilia-bikes/rs-660/,4.2,5.0,659.0,,98.56,183.0,1895878,Above 10 Lakh,0.5385792349726776,19235.77516233766
Ducati Monster,Ducati,/ducati-bikes/monster/,1.0,1.0,890.0,19.0,110.7,188.0,1399000,Above 10 Lakh,0.5888297872340426,12637.759710930442
Zontes 350T,Zontes,/zontes-bikes/350t/,4.6,36.0,348.0,30.0,38.2,196.0,275016,2–5 Lakh,0.19489795918367347,7199.37172774869
BMW C 400 GT,BMW,/bmw-bikes/c-400-gt/,4.8,5.0,350.0,28.0,33.5,214.0,1150000,Above 10 Lakh,0.15654205607476634,34328.35820895522
Kinetic DX,Kinetic,/kinetic-bikes/dx/,,,,,,90.0,111499,1–2 Lakh,,
Triumph Bonneville Bobber,Triumph,/triumph-bikes/bonneville-bobber/,3.8,3.0,1200.0,21.7,76.9,251.0,1351600,Above 10 Lakh,0.3063745019920319,17576.072821846552
Aprilia SR 160,Aprilia,/aprilia-bikes/sr-160/,3.7,102.0,160.03,35.0,11.11,118.0,121432,1–2 Lakh,0.09415254237288136,10929.97299729973
QJ Motor SRV 300,QJ Motor,/qjmotor-bikes/srv-300/,3.4,4.0,296.0,29.0,30.72,164.0,329000,2–5 Lakh,0.1873170731707317,10709.635416666668
OLA Roadster X Plus,Ola Electric,/ola-bikes/roadster-x-plus/,4.2,47.0,,,,148.3,129151,1–2 Lakh,,
Husqvarna Svartpilen 401,Husqvarna,/husqvarna-bikes/svartpilen-401/,4.8,41.0,398.63,29.0,45.3,171.2,299030,2–5 Lakh,0.26460280373831774,6601.103752759383
QJ Motor SRC 250,QJ Motor,/qjmotor-bikes/src-250/,4.5,18.0,249.0,39.0,17.16,163.0,137027,1–2 Lakh,0.1052760736196319,7985.25641025641
Ducati Panigale V2,Ducati,/ducati-bikes/panigale-v2/,5.0,1.0,890.0,16.6,118.0,200.0,1950975,Above 10 Lakh,0.59,16533.686440677968
Lectrix SX25,Lectrix,/lectrix-bikes/sx25/,4.5,40.0,,,,70.0,54999,Under 1 Lakh,,
Ampere Magnus Neo,Ampere,/ampere-bikes/magnus/,3.2,8.0,,,,104.0,90999,Under 1 Lakh,,
Triumph Tiger 900,Triumph,/triumph-bikes/tiger-900/,5.0,4.0,888.0,21.2,106.5,219.0,1440000,Above 10 Lakh,0.4863013698630137,13521.12676056338
Revolt RV1,Revolt,/revolt-bikes/rv1/,4.4,76.0,,,,110.0,99986,Under 1 Lakh,,
Triumph Bonneville T120,Triumph,/triumph-bikes/bonneville-t120/,,,1200.0,21.0,78.9,236.0,1217000,Above 10 Lakh,0.3343220338983051,15424.588086185044
Kawasaki Ninja 300 [2026],Kawasaki,/kawasaki-bikes/ninja-300-2026/,4.4,12.0,296.0,26.5,38.88,179.0,317000,2–5 Lakh,0.21720670391061453,8153.292181069958
OLA Roadster X,Ola Electric,/ola-bikes/roadster-x/,4.4,125.0,,,,127.0,100400,1–2 Lakh,,
Benelli 502C,Benelli,/benelli-bikes/502c/,4.4,24.0,500.0,22.0,46.8,216.0,579964,5–10 Lakh,0.21666666666666665,12392.393162393164
Avore EX2,Avore,/avore-bikes/ex2/,4.3,6.0,,,,145.0,149999,1–2 Lakh,,
Triumph Speed Twin 900,Triumph,/triumph-bikes/speed-twin-900/,4.7,4.0,900.0,24.0,64.0,216.0,971300,5–10 Lakh,0.2962962962962963,15176.5625
Honda CB1000 Hornet,Honda,/honda-bikes/cb1000-hornet/,4.8,6.0,999.0,,155.0,211.0,1329390,Above 10 Lakh,0.7345971563981043,8576.709677419354
Kawasaki Vulcan S,Kawasaki,/kawasaki-bikes/vulcan-s/,5.0,3.0,649.0,,59.94,,813000,5–10 Lakh,,13563.563563563564
KTM 390 Enduro R,KTM,/ktm-bikes/390-enduro-r/,4.6,5.0,398.63,,45.37,165.8,339269,2–5 Lakh,0.27364294330518696,7477.826757769451
Indian Scout Bobber,Indian,/indian-bikes/scout-bobber/,4.9,12.0,1250.0,21.0,106.46,246.0,1495115,Above 10 Lakh,0.4327642276422764,14043.91320683825
Kawasaki Eliminator,Kawasaki,/kawasaki-bikes/eliminator/,4.7,24.0,451.0,29.0,44.7,176.0,616000,5–10 Lakh,0.2539772727272727,13780.760626398209
KTM 390 Adventure R,KTM,/ktm-bikes/390-adventure-r/,5.0,3.0,398.7,,44.2,183.0,386235,2–5 Lakh,0.24153005464480876,8738.348416289593
Honda Transalp XL750,Honda,/honda-bikes/transalp-xl750/,,,755.0,,90.5,208.0,1320000,Above 10 Lakh,0.43509615384615385,14585.635359116022
Ampere Reo,Ampere,/ampere-bikes/reo/,4.3,22.0,,,,74.0,71999,Under 1 Lakh,,
BMW R 1300 GS Adventure,BMW,/bmw-bikes/r-1300-gs-adventure/,4.9,10.0,1300.0,21.0,143.4,269.0,2574896,Above 10 Lakh,0.533085501858736,17956.039051603904
Kawasaki Versys-X 300,Kawasaki,/kawasaki-bikes/versys-x-300/,4.0,7.0,296.0,,38.8,175.0,349000,2–5 Lakh,0.2217142857142857,8994.845360824744
Vespa 125,Vespa,/vespa-bikes/125/,,,124.45,38.0,9.3,115.0,132678,1–2 Lakh,0.0808695652173913,14266.451612903225
Ducati SuperSport,Ducati,/ducati-bikes/supersport/,4.8,23.0,937.0,17.8,108.62,210.0,1716100,Above 10 Lakh,0.5172380952380953,15799.116184864664
Revolt RV400,Revolt,/revolt-bikes/rv400/,3.8,540.0,,,,108.0,129951,1–2 Lakh,,
BSA Gold Star 650,BSA,/bsa-bikes/gold-star-650/,4.6,41.0,652.0,25.0,45.6,201.0,337224,2–5 Lakh,0.22686567164179106,7395.263157894737
Moto Morini Seiemmezzo,Moto Morini,/motomorini-bikes/seiemmezzo/,4.5,7.0,649.0,,54.24,215.0,439195,2–5 Lakh,0.25227906976744185,8097.252949852507
BSA Scrambler 650,BSA,/bsa-bikes/scrambler-650/,4.3,6.0,652.0,,45.62,208.0,327266,2–5 Lakh,0.21932692307692306,7173.739587900044
TVS X,TVS,/tvs-bikes/x/,3.6,25.0,,,,,264837,2–5 Lakh,,
Suzuki V-Strom 800 DE,Suzuki,/suzuki-bikes/v-strom-800-de/,5.0,1.0,776.0,22.7,83.0,232.0,1101541,Above 10 Lakh,0.3577586206896552,13271.578313253012
Ampere Nexus,Ampere,/ampere-bikes/nexus/,4.3,72.0,,,,126.4,129999,1–2 Lakh,,
BMW CE 02,BMW,/bmw-bikes/ce-02/,3.8,9.0,,,,142.0,449900,2–5 Lakh,,
Revolt RVX,Revolt,/revolt-bikes/rvx/,3.3,5.0,,,,120.0,129990,1–2 Lakh,,
BMW S 1000 R,BMW,/bmw-bikes/s-1000-r/,5.0,2.0,999.0,16.0,167.6,199.0,2225000,Above 10 Lakh,0.8422110552763818,13275.65632458234
TVS XL 100 Comfort,TVS,/tvs-bikes/xl-100-comfort/,4.2,301.0,99.7,55.0,4.29,89.0,60360,Under 1 Lakh,0.04820224719101124,14069.93006993007
BMW F 900 GS Adventure,BMW,/bmw-bikes/f-900-gs-adventure/,5.0,3.0,895.0,22.7,103.25,246.0,1749912,Above 10 Lakh,0.41971544715447157,16948.30024213075
Ferrato FEV 650,Ferrato,/ferrato-bikes/fev-650/,2.5,1.0,,,,164.0,159999,1–2 Lakh,,
Zontes 350X,Zontes,/zontes-bikes/350x/,4.7,17.0,348.0,35.0,38.2,185.0,237040,2–5 Lakh,0.20648648648648651,6205.235602094241
Yamaha Aerox E,Yamaha,/yamaha-bikes/aerox-e/,,,,,,139.0,281609,2–5 Lakh,,
Ultraviolette F77 SuperStreet,Ultraviolette,/ultraviolette-bikes/f77-superstreet/,4.4,8.0,,,,207.0,308987,2–5 Lakh,,
Ultraviolette Shockwave,Ultraviolette,/ultraviolette-bikes/shockwave/,4.7,27.0,,,,120.0,175000,1–2 Lakh,,
Hero Pleasure Plus Xtec,Hero,/hero-bikes/pleasure-plus-xtec/,3.9,102.0,110.9,50.0,8.0,106.0,78051,Under 1 Lakh,0.07547169811320754,9756.375
Keeway Hypevolt-R,Keeway,/keeway-bikes/hypevolt-r/,3.8,3.0,,,,140.0,199000,1–2 Lakh,,
Aprilia RSV4 1100 Factory,Aprilia,/aprilia-bikes/rsv4-1100-factory/,5.0,5.0,1099.0,,213.89,202.0,3340763,Above 10 Lakh,1.0588613861386138,15619.070550282857
Ducati Scrambler Icon,Ducati,/ducati-bikes/scrambler-icon/,5.0,3.0,803.0,19.0,71.87,185.0,1086986,Above 10 Lakh,0.38848648648648654,15124.335605955195
Kinetic Green E Luna,Kinetic Green,/kinetic-green-bikes/e-luna/,3.9,51.0,,,,96.0,69990,Under 1 Lakh,,
Harley-Davidson Road Glide,Harley-Davidson,/harleydavidson-bikes/road-glide/,3.3,2.0,1923.0,16.0,107.2,380.0,4575000,Above 10 Lakh,0.28210526315789475,42677.23880597015
Harley-Davidson Breakout,Harley-Davidson,/harleydavidson-bikes/breakout/,2.0,2.0,1923.0,17.8,101.9,310.0,3436000,Above 10 Lakh,0.32870967741935486,33719.332679097155
Triumph Speed Triple 1200 RS,Triumph,/triumph-bikes/speed-triple-1200-rs/,5.0,2.0,1160.0,18.0,180.5,199.0,2175900,Above 10 Lakh,0.907035175879397,12054.847645429363
Avore EX2S,Avore,/avore-bikes/ex2s/,4.0,5.0,,,,157.0,169999,1–2 Lakh,,
Triumph Speed Twin 1200,Triumph,/triumph-bikes/speed-twin-1200/,4.6,3.0,1200.0,,103.5,216.0,1383800,Above 10 Lakh,0.4791666666666667,13370.048309178745
BMW F 900 GS,BMW,/bmw-bikes/f-900-gs/,4.9,7.0,895.0,22.7,103.25,219.0,1599925,Above 10 Lakh,0.4714611872146119,15495.641646489104
QJ Motor SRK 400,QJ Motor,/qjmotor-bikes/srk-400/,4.8,15.0,400.0,25.0,40.34,186.0,398974,2–5 Lakh,0.21688172043010753,9890.2825979177
KTM 890 Duke R,KTM,/ktm-bikes/890-duke-r/,4.4,11.0,889.0,21.0,119.0,180.0,1450000,Above 10 Lakh,0.6611111111111111,12184.873949579833
Kawasaki Z650RS,Kawasaki,/kawasaki-bikes/z650rs/,4.3,2.0,649.0,,67.07,192.0,783000,5–10 Lakh,0.34932291666666665,11674.370061130163
Ducati Streetfighter V4,Ducati,/ducati-bikes/streetfighter-v4/,5.0,3.0,1103.0,13.15,205.0,197.5,2925963,Above 10 Lakh,1.0379746835443038,14272.990243902439
Benelli TRK 502,Benelli,/benelli-bikes/trk-502/,5.0,4.0,500.0,25.0,46.8,228.0,662000,5–10 Lakh,0.20526315789473684,14145.299145299146
Vespa S 150,Vespa,/vespa-bikes/s-150/,4.5,2.0,149.5,,11.2,115.0,149781,1–2 Lakh,0.09739130434782609,13373.303571428572
Hero Destini Prime,Hero,/hero-bikes/destini-prime/,4.5,95.0,124.6,49.0,9.0,115.0,77614,Under 1 Lakh,0.0782608695652174,8623.777777777777
Oben Rorr EZ Sigma,Oben,/oben-bikes/rorr-ez-sigma/,4.7,23.0,,,,148.0,110004,1–2 Lakh,,
Kawasaki KLX230R [2025],Kawasaki,/kawasaki-bikes/klx230r-2025/,4.6,8.0,233.0,,18.74,129.0,179010,1–2 Lakh,0.14527131782945735,9552.294557097119
Triumph Scrambler 900,Triumph,/triumph-bikes/scrambler-900/,4.7,11.0,900.0,23.0,64.1,223.0,1074700,Above 10 Lakh,0.2874439461883408,16765.990639625586
Triumph Tiger 1200,Triumph,/triumph-bikes/tiger-1200/,4.7,7.0,1160.0,18.0,148.0,261.0,1939000,Above 10 Lakh,0.5670498084291188,13101.351351351352
Ducati Diavel V4,Ducati,/ducati-bikes/diavel-v4/,,,1158.0,15.6,166.28,236.0,2965962,Above 10 Lakh,0.7045762711864407,17837.154197738753
Vespa 150,Vespa,/vespa-bikes/150/,3.3,6.0,149.5,,11.2,115.0,146714,1–2 Lakh,0.09739130434782609,13099.464285714286
BMW K 1600,BMW,/bmw-bikes/k-1600/,5.0,9.0,1649.0,17.0,158.0,358.0,3800000,Above 10 Lakh,0.441340782122905,24050.632911392404
Matter AERA,Matter,/matter-bikes/aera/,4.4,84.0,,,,168.0,182591,1–2 Lakh,,
BGauss C12,BGauss,/bgauss-bikes/c12i/,,,,,,116.0,109990,1–2 Lakh,,
Kawasaki Ninja 1100SX,Kawasaki,/kawasaki-bikes/ninja-1100sx/,4.7,2.0,1099.0,17.8,134.1,238.0,1442000,Above 10 Lakh,0.5634453781512605,10753.16927665921
Harley-Davidson Street Bob,Harley-Davidson,/harleydavidson-bikes/street-bob/,3.3,2.0,1923.0,18.0,91.18,293.0,2023000,Above 10 Lakh,0.3111945392491468,22186.883088396575
Revolt RV BlazeX,Revolt,/revolt-bikes/rv-blazex/,4.5,20.0,,,,113.0,127988,1–2 Lakh,,
Simple Energy One S,Simple Energy,/simple-energy-bikes/one-s/,3.6,7.0,,,,118.0,161600,1–2 Lakh,,
KTM 1290 Super Adventure S,KTM,/ktm-bikes/1290-super-adventure-s/,5.0,5.0,1301.0,17.5,158.0,250.0,2273900,Above 10 Lakh,0.632,14391.772151898735
Triumph Street Triple RX,Triumph,/triumph-bikes/street-triple-rx/,3.0,2.0,765.0,19.0,128.2,168.0,1390600,Above 10 Lakh,0.763095238095238,10847.113884555383
Triumph Tiger Sport 660,Triumph,/triumph-bikes/tiger-sport-660/,4.6,9.0,660.0,22.0,80.0,206.0,945000,5–10 Lakh,0.3883495145631068,11812.5
Moto Morini X-Cape,Moto Morini,/motomorini-bikes/x-cape/,4.1,10.0,649.0,,59.17,235.0,639973,5–10 Lakh,0.2517872340425532,10815.835727564643
Ducati Streetfighter V2,Ducati,/ducati-bikes/streetfighter-v2/,4.5,2.0,890.0,17.0,118.0,200.0,1785977,Above 10 Lakh,0.59,15135.398305084746
Zontes GK350,Zontes,/zontes-bikes/gk350/,4.6,17.0,348.0,26.7,38.2,188.0,322016,2–5 Lakh,0.20319148936170214,8429.738219895287
Kawasaki Versys 650 [2026],Kawasaki,/kawasaki-bikes/versys-650-2026/,,,649.0,19.4,65.7,218.0,863000,5–10 Lakh,0.30137614678899083,13135.464231354641
Triumph Speed Twin 1200 Cafe Racer Edition,Triumph,/triumph-bikes/speed-twin-1200-cafe-racer-edition/,,,1200.0,,103.5,216.0,1799000,Above 10 Lakh,0.4791666666666667,17381.642512077295
Kawasaki Ninja 500 [2025],Kawasaki,/kawasaki-bikes/ninja-500-2025/,4.8,20.0,451.0,21.0,44.7,171.0,566000,5–10 Lakh,0.26140350877192986,12662.192393736017
Harley-Davidson Nightster Special,Harley-Davidson,/harleydavidson-bikes/nightster-special/,,,975.0,18.0,88.5,225.0,1538000,Above 10 Lakh,0.3933333333333333,17378.531073446327
Benelli Leoncino 500,Benelli,/benelli-bikes/leoncino/,5.0,15.0,500.0,,46.8,207.0,559894,5–10 Lakh,0.22608695652173913,11963.54700854701
Kawasaki Versys 650 [2027],Kawasaki,/kawasaki-bikes/versys-650-2027/,,,649.0,19.4,65.7,218.0,863000,5–10 Lakh,0.30137614678899083,13135.464231354641
BMW R 12,BMW,/bmw-bikes/r-12/,4.3,6.0,1170.0,19.6,93.7,227.0,2250000,Above 10 Lakh,0.4127753303964758,24012.8068303095
Brixton Motorcycles Crossfire 500 X,Brixton Motorcycles,/brixton-motorcycles-bikes/crossfire-500-x/,3.3,6.0,486.0,,46.9,190.0,506565,5–10 Lakh,0.2468421052631579,10800.959488272922
BMW R 12 nine T,BMW,/bmw-bikes/r-12-nine-t/,4.8,6.0,1170.0,19.6,107.5,220.0,2350000,Above 10 Lakh,0.48863636363636365,21860.46511627907
Avore EX1,Avore,/avore-bikes/ex1/,3.8,3.0,,,,145.0,124999,1–2 Lakh,,
Okinawa R30,Okinawa,/okinawa-bikes/r30/,3.4,38.0,,,,,61998,Under 1 Lakh,,
Triumph Bonneville T100,Triumph,/triumph-bikes/bonneville-t100/,5.0,2.0,900.0,24.0,64.1,228.0,1085400,Above 10 Lakh,0.28114035087719297,16932.91731669267
Indian Scout Sixty Bobber,Indian,/indian-bikes/scout-sixty-bobber/,5.0,4.0,999.0,,86.18,243.0,1388244,Above 10 Lakh,0.3546502057613169,16108.656300765837
Aprilia Storm 125,Aprilia,/aprilia-bikes/storm-125/,4.5,83.0,124.45,36.5,9.97,118.0,118932,1–2 Lakh,0.08449152542372881,11928.986960882647
Vespa S 125,Vespa,/vespa-bikes/s-125/,5.0,5.0,124.45,,9.3,115.0,136961,1–2 Lakh,0.0808695652173913,14726.989247311827
BMW CE 04,BMW,/bmw-bikes/ce-04/,5.0,5.0,,,,231.0,1525000,Above 10 Lakh,,
Evolet Pony,Evolet,/evolet-bikes/pony/,4.5,38.0,,,,76.0,55799,Under 1 Lakh,,
Vespa Officina 8,Vespa,/vespa-bikes/officina-8/,,,124.45,37.5,9.3,115.0,140506,1–2 Lakh,0.0808695652173913,15108.17204301075
Kawasaki KLX230R S,Kawasaki,/kawasaki-bikes/klx230r-s/,2.0,1.0,233.0,,18.74,129.0,189000,1–2 Lakh,0.14527131782945735,10085.37886872999
Triumph Scrambler 1200,Triumph,/triumph-bikes/scrambler-1200/,4.0,3.0,1200.0,,89.0,228.0,1264100,Above 10 Lakh,0.39035087719298245,14203.370786516854
